Order_Number,Date,Time,Total_price,Employee_ID
182,2024-10-03,19:44,30.42,1113
183,2024-10-03,10:41,37.72,1117
184,2024-10-03,19:20,27.99,1116
185,2024-10-03,17:43,58.41,1117
186,2024-10-03,20:56,36.51,1113
187,2024-10-03,13:40,35.29,1111
188,2024-10-03,10:26,34.07,1116
189,2024-10-03,17:33,93.7,1114
190,2024-10-03,20:49,30.42,1112
191,2024-10-03,11:23,57.19,1111
192,2024-10-03,18:23,53.54,1112
193,2024-10-03,18:58,66.93,1116
194,2024-10-03,19:40,0.0,1116
195,2024-10-03,9:40,0.0,1113
196,2024-10-03,18:05,3.65,1115
197,2024-10-03,9:18,62.06,1114
198,2024-10-03,13:50,32.86,1115
199,2024-10-03,13:16,59.63,1113
200,2024-10-03,14:42,27.99,1117
201,2024-10-03,12:01,0.0,1112
202,2024-10-03,10:36,36.51,1113
203,2024-10-03,9:59,0.0,1117
204,2024-10-03,14:45,60.84,1116
205,2024-10-03,20:48,36.51,1112
206,2024-10-03,18:32,66.93,1113
207,2024-10-03,20:50,3.65,1115
208,2024-10-03,17:04,3.65,1112
209,2024-10-03,20:16,58.41,1117
210,2024-10-03,18:08,35.29,1116
211,2024-10-03,15:53,0.0,1115
212,2024-10-03,17:23,36.51,1115
213,2024-10-03,9:24,34.07,1117
214,2024-10-03,9:44,31.64,1115
215,2024-10-03,20:31,29.21,1117
216,2024-10-03,19:21,97.35,1117
217,2024-10-03,9:16,31.64,1112
218,2024-10-03,20:55,31.64,1114
219,2024-10-03,17:37,0.0,1116
220,2024-10-03,19:43,3.65,1114
221,2024-10-03,14:41,0.0,1116
222,2024-10-03,9:58,37.72,1116
223,2024-10-03,19:48,34.07,1111
224,2024-10-03,12:44,59.63,1114
225,2024-10-03,19:34,31.64,1112
226,2024-10-03,10:00,0.0,1114
227,2024-10-03,11:55,98.57,1112
228,2024-10-03,13:05,30.42,1113
229,2024-10-03,16:28,37.72,1113
230,2024-10-03,19:23,29.21,1113
231,2024-10-03,20:28,37.72,1113
232,2024-10-03,9:39,41.37,1112
233,2024-10-04,10:43,3.65,1117
234,2024-10-04,14:37,0.0,1112
235,2024-10-04,20:13,27.99,1115
236,2024-10-04,9:32,0.0,1112
237,2024-10-04,10:54,26.77,1114
238,2024-10-04,10:57,30.42,1114
239,2024-10-04,19:04,27.99,1112
240,2024-10-04,10:30,71.8,1116
241,2024-10-04,11:39,62.06,1111
242,2024-10-04,20:12,63.28,1113
243,2024-10-04,15:39,66.93,1116
244,2024-10-04,18:27,59.63,1115
245,2024-10-04,10:22,31.64,1111
246,2024-10-04,13:36,37.72,1112
247,2024-10-04,20:34,66.93,1115
248,2024-10-04,10:31,32.86,1113
249,2024-10-04,19:09,0.0,1115
250,2024-10-04,16:01,63.28,1117
251,2024-10-04,20:09,70.58,1117
252,2024-10-04,9:52,98.57,1112
253,2024-10-04,11:45,74.23,1111
254,2024-10-04,15:36,0.0,1111
255,2024-10-04,9:38,35.29,1116
256,2024-10-04,17:18,32.86,1114
257,2024-10-04,16:25,0.0,1112
258,2024-10-04,17:35,3.65,1111
259,2024-10-04,14:24,3.65,1111
260,2024-10-04,9:58,59.63,1111
261,2024-10-04,19:16,27.99,1113
262,2024-10-04,18:22,65.71,1112
263,2024-10-04,18:35,62.06,1116
264,2024-10-04,11:43,30.42,1116
265,2024-10-04,17:51,60.84,1117
266,2024-10-04,10:07,31.64,1111
267,2024-10-04,20:20,31.64,1115
268,2024-10-04,9:19,0.0,1111
269,2024-10-04,15:48,103.44,1113
270,2024-10-04,18:07,32.86,1113
271,2024-10-04,15:55,87.62,1111
272,2024-10-04,12:11,60.84,1117
273,2024-10-04,18:09,26.77,1116
274,2024-10-04,16:24,63.28,1115
275,2024-10-04,11:43,68.15,1117
276,2024-10-04,12:57,31.64,1114
277,2024-10-04,10:00,59.63,1111
278,2024-10-04,12:34,0.0,1116
279,2024-10-04,10:55,36.51,1114
280,2024-10-04,13:01,31.64,1112
281,2024-10-04,12:10,0.0,1111
282,2024-10-04,20:01,92.48,1115
283,2024-10-04,16:14,27.99,1115
284,2024-10-04,20:12,37.72,1112
285,2024-10-04,13:28,30.42,1111
286,2024-10-04,12:10,69.36,1113
287,2024-10-04,11:21,32.86,1115
288,2024-10-04,13:02,30.42,1117
289,2024-10-04,19:15,35.29,1115
290,2024-10-04,20:50,64.5,1112
291,2024-10-04,16:39,96.13,1112
292,2024-10-04,15:26,3.65,1112
293,2024-10-04,10:07,36.51,1111
294,2024-10-04,13:24,30.42,1112
295,2024-10-04,19:01,62.06,1113
296,2024-10-04,20:18,64.5,1114
297,2024-10-04,11:23,60.84,1116
298,2024-10-04,17:25,0.0,1113
299,2024-10-04,20:03,60.84,1117
300,2024-10-04,11:27,71.8,1113
301,2024-10-04,9:48,38.94,1116
302,2024-10-04,13:58,27.99,1115
303,2024-10-04,16:04,55.98,1115
304,2024-10-04,9:22,0.0,1111
305,2024-10-04,13:23,32.86,1112
306,2024-10-04,19:26,31.64,1114
307,2024-10-04,17:27,3.65,1113
308,2024-10-04,16:17,97.35,1115
309,2024-10-04,16:33,26.77,1117
310,2024-10-04,11:38,54.76,1112
311,2024-10-04,14:34,63.28,1117
312,2024-10-04,16:29,36.51,1114
313,2024-10-04,15:40,54.76,1111
314,2024-10-04,20:19,3.65,1112
315,2024-10-04,16:04,3.65,1115
316,2024-10-04,20:05,34.07,1114
317,2024-10-05,12:11,65.71,1112
318,2024-10-05,11:50,62.06,1113
319,2024-10-05,16:36,34.07,1115
320,2024-10-05,19:15,26.77,1111
321,2024-10-05,10:25,31.64,1115
322,2024-10-05,16:42,26.77,1114
323,2024-10-05,12:26,57.19,1116
324,2024-10-05,19:23,32.86,1114
325,2024-10-05,13:59,0.0,1112
326,2024-10-05,12:59,29.21,1112
327,2024-10-05,18:53,60.84,1115
328,2024-10-05,18:09,29.21,1115
329,2024-10-05,18:40,34.07,1117
330,2024-10-05,19:06,37.72,1116
331,2024-10-05,12:48,31.64,1114
332,2024-10-05,20:26,32.86,1111
333,2024-10-05,11:40,30.42,1111
334,2024-10-05,13:05,0.0,1114
335,2024-10-05,15:50,68.15,1114
336,2024-10-05,10:45,0.0,1111
337,2024-10-05,9:49,104.65,1117
338,2024-10-05,12:28,63.28,1117
339,2024-10-05,10:01,0.0,1111
340,2024-10-05,17:28,3.65,1113
341,2024-10-05,9:00,35.29,1112
342,2024-10-05,20:54,32.86,1115
343,2024-10-05,13:27,55.98,1114
344,2024-10-05,11:09,27.99,1114
345,2024-10-05,20:47,34.07,1111
346,2024-10-05,19:36,29.21,1112
347,2024-10-05,13:08,62.06,1117
348,2024-10-05,19:12,65.71,1116
349,2024-10-05,10:52,0.0,1116
350,2024-10-05,18:00,54.76,1117
351,2024-10-05,10:41,34.07,1117
352,2024-10-05,10:33,29.21,1112
353,2024-10-05,12:38,3.65,1114
354,2024-10-05,18:18,65.71,1111
355,2024-10-05,18:52,34.07,1115
356,2024-10-05,12:23,57.19,1113
357,2024-10-05,10:57,59.63,1115
358,2024-10-05,12:39,35.29,1112
359,2024-10-05,13:32,66.93,1117
360,2024-10-05,18:36,60.84,1112
361,2024-10-05,18:32,59.63,1112
362,2024-10-05,12:20,29.21,1112
363,2024-10-05,20:15,60.84,1115
364,2024-10-05,19:11,38.94,1111
365,2024-10-05,11:52,31.64,1116
366,2024-10-05,18:17,60.84,1111
367,2024-10-06,13:17,94.92,1111
368,2024-10-06,12:33,55.98,1116
369,2024-10-06,17:10,30.42,1117
370,2024-10-06,10:33,32.86,1116
371,2024-10-06,9:39,36.51,1113
372,2024-10-06,13:38,32.86,1115
373,2024-10-06,9:55,29.21,1111
374,2024-10-06,9:16,96.13,1117
375,2024-10-06,18:05,0.0,1117
376,2024-10-06,15:17,0.0,1111
377,2024-10-06,13:37,30.42,1113
378,2024-10-06,19:53,64.5,1111
379,2024-10-06,17:10,26.77,1117
380,2024-10-06,9:48,62.06,1113
381,2024-10-06,9:14,0.0,1113
382,2024-10-06,20:47,3.65,1113
383,2024-10-06,20:08,30.42,1117
384,2024-10-06,18:28,54.76,1113
385,2024-10-06,10:36,31.64,1113
386,2024-10-06,12:13,34.07,1111
387,2024-10-06,19:46,36.51,1117
388,2024-10-06,12:28,58.41,1117
389,2024-10-06,15:46,29.21,1117
390,2024-10-06,11:02,0.0,1112
391,2024-10-06,11:11,32.86,1113
392,2024-10-06,16:20,36.51,1113
393,2024-10-06,10:34,27.99,1111
394,2024-10-06,10:25,26.77,1111
395,2024-10-06,15:04,34.07,1112
396,2024-10-06,13:15,3.65,1116
397,2024-10-06,11:29,29.21,1117
398,2024-10-06,15:31,64.5,1114
399,2024-10-06,17:59,30.42,1114
400,2024-10-06,19:32,58.41,1116
401,2024-10-06,13:11,99.78,1111
402,2024-10-06,9:44,0.0,1113
403,2024-10-06,9:53,31.64,1113
404,2024-10-06,15:12,27.99,1116
405,2024-10-06,20:39,0.0,1117
406,2024-10-06,9:50,30.42,1112
407,2024-10-06,14:49,65.71,1114
408,2024-10-06,20:07,68.15,1116
409,2024-10-06,19:24,66.93,1116
410,2024-10-06,16:58,31.64,1117
411,2024-10-06,19:47,30.42,1117
412,2024-10-06,13:23,65.71,1115
413,2024-10-06,13:21,32.86,1111
414,2024-10-06,20:57,31.64,1117
415,2024-10-06,18:58,0.0,1116
416,2024-10-06,12:46,29.21,1112
417,2024-10-06,15:49,0.0,1116
418,2024-10-06,15:11,36.51,1114
419,2024-10-06,13:53,62.06,1117
420,2024-10-06,19:26,37.72,1116
421,2024-10-06,13:12,32.86,1112
422,2024-10-07,17:40,30.42,1116
423,2024-10-07,20:05,57.19,1111
424,2024-10-07,20:45,36.51,1112
425,2024-10-07,20:06,55.98,1117
426,2024-10-07,19:58,0.0,1112
427,2024-10-07,17:10,0.0,1113
428,2024-10-07,15:51,63.28,1111
429,2024-10-07,12:01,71.8,1115
430,2024-10-07,16:28,35.29,1116
431,2024-10-07,20:07,0.0,1116
432,2024-10-07,17:03,65.71,1116
433,2024-10-07,17:03,81.53,1113
434,2024-10-07,20:02,65.71,1112
435,2024-10-07,13:09,34.07,1115
436,2024-10-07,14:58,36.51,1113
437,2024-10-07,17:39,74.23,1111
438,2024-10-07,17:17,0.0,1113
439,2024-10-07,14:56,0.0,1114
440,2024-10-07,15:09,3.65,1115
441,2024-10-07,16:41,71.8,1114
442,2024-10-07,13:03,65.71,1111
443,2024-10-07,14:57,34.07,1111
444,2024-10-07,17:16,0.0,1115
445,2024-10-07,10:39,36.51,1116
446,2024-10-07,20:18,27.99,1115
447,2024-10-07,11:59,59.63,1117
448,2024-10-07,13:08,60.84,1114
449,2024-10-07,13:35,0.0,1117
450,2024-10-07,19:07,29.21,1114
451,2024-10-07,14:26,32.86,1116
452,2024-10-07,17:15,7.3,1111
453,2024-10-07,16:00,69.36,1116
454,2024-10-07,11:48,32.86,1114
455,2024-10-07,10:28,57.19,1117
456,2024-10-07,19:35,59.63,1112
457,2024-10-07,14:39,3.65,1114
458,2024-10-07,11:33,32.86,1114
459,2024-10-07,14:36,32.86,1114
460,2024-10-07,16:58,3.65,1112
461,2024-10-07,12:41,3.65,1117
462,2024-10-07,9:02,29.21,1115
463,2024-10-07,18:11,30.42,1117
464,2024-10-07,11:23,26.77,1114
465,2024-10-07,13:36,36.51,1112
466,2024-10-07,11:20,36.51,1115
467,2024-10-07,9:22,0.0,1115
468,2024-10-07,16:36,71.8,1111
469,2024-10-07,20:53,37.72,1116
470,2024-10-07,11:56,30.42,1116
471,2024-10-07,17:11,27.99,1117
472,2024-10-07,13:40,27.99,1113
473,2024-10-08,19:15,3.65,1116
474,2024-10-08,13:32,0.0,1112
475,2024-10-08,19:10,32.86,1112
476,2024-10-08,14:30,60.84,1111
477,2024-10-08,12:41,36.51,1113
478,2024-10-08,19:39,32.86,1114
479,2024-10-08,12:19,65.71,1116
480,2024-10-08,14:48,35.29,1114
481,2024-10-08,13:53,65.71,1112
482,2024-10-08,17:37,73.01,1112
483,2024-10-08,12:23,41.37,1115
484,2024-10-08,13:08,68.15,1114
485,2024-10-08,9:36,37.72,1115
486,2024-10-08,18:05,74.23,1111
487,2024-10-08,12:37,31.64,1115
488,2024-10-08,13:54,37.72,1115
489,2024-10-08,12:29,64.5,1115
490,2024-10-08,13:48,60.84,1111
491,2024-10-08,16:21,37.72,1111
492,2024-10-08,17:23,31.64,1115
493,2024-10-08,13:23,27.99,1115
494,2024-10-08,11:33,57.19,1113
495,2024-10-08,9:08,60.84,1112
496,2024-10-08,15:11,68.15,1112
497,2024-10-08,19:51,3.65,1116
498,2024-10-08,10:31,26.77,1114
499,2024-10-08,16:42,26.77,1115
500,2024-10-08,9:17,65.71,1112
501,2024-10-08,10:04,69.36,1115
502,2024-10-08,17:42,98.57,1117
503,2024-10-08,15:36,0.0,1117
504,2024-10-08,15:50,34.07,1112
505,2024-10-08,12:25,60.84,1117
506,2024-10-08,10:39,30.42,1115
507,2024-10-08,20:13,32.86,1111
508,2024-10-08,9:30,3.65,1117
509,2024-10-08,11:13,27.99,1116
510,2024-10-08,10:04,0.0,1112
511,2024-10-08,17:12,0.0,1116
512,2024-10-08,16:26,36.51,1116
513,2024-10-08,18:20,37.72,1114
514,2024-10-08,13:15,66.93,1117
515,2024-10-08,14:58,3.65,1111
516,2024-10-08,16:57,0.0,1117
517,2024-10-08,10:15,57.19,1113
518,2024-10-08,12:04,31.64,1117
519,2024-10-08,17:45,57.19,1112
520,2024-10-08,10:46,37.72,1116
521,2024-10-08,15:48,90.05,1115
522,2024-10-08,18:57,31.64,1114
523,2024-10-08,17:57,30.42,1111
524,2024-10-08,15:43,29.21,1112
525,2024-10-08,9:05,35.29,1115
526,2024-10-08,18:57,34.07,1111
527,2024-10-08,17:22,55.98,1112
528,2024-10-08,14:50,3.65,1114
529,2024-10-08,18:57,73.01,1116
530,2024-10-08,10:13,26.77,1115
531,2024-10-08,20:01,7.3,1114
532,2024-10-08,18:41,35.29,1117
533,2024-10-08,18:56,62.06,1116
534,2024-10-08,18:25,26.77,1116
535,2024-10-08,10:26,60.84,1114
536,2024-10-08,13:13,3.65,1114
537,2024-10-08,20:14,0.0,1113
538,2024-10-08,18:04,35.29,1112
539,2024-10-08,10:45,32.86,1116
540,2024-10-08,15:26,60.84,1111
541,2024-10-08,17:35,29.21,1114
542,2024-10-08,17:40,96.13,1112
543,2024-10-08,9:24,0.0,1113
544,2024-10-08,15:50,40.16,1117
545,2024-10-08,11:34,31.64,1116
546,2024-10-08,11:35,0.0,1114
547,2024-10-08,11:45,92.48,1115
548,2024-10-08,11:00,32.86,1117
549,2024-10-08,10:54,36.51,1117
550,2024-10-08,11:50,35.29,1112
551,2024-10-08,10:06,0.0,1116
552,2024-10-08,9:25,0.0,1116
553,2024-10-08,15:42,40.16,1111
554,2024-10-08,10:39,0.0,1112
555,2024-10-08,9:57,3.65,1115
556,2024-10-08,13:29,31.64,1114
557,2024-10-08,13:28,60.84,1112
558,2024-10-08,9:04,27.99,1111
559,2024-10-08,11:35,70.58,1111
560,2024-10-08,19:26,31.64,1112
561,2024-10-08,11:11,30.42,1114
562,2024-10-08,20:21,0.0,1113
563,2024-10-08,18:55,31.64,1114
564,2024-10-08,15:31,0.0,1112
565,2024-10-08,18:14,29.21,1116
566,2024-10-08,11:15,0.0,1113
567,2024-10-08,17:53,37.72,1113
568,2024-10-08,11:28,0.0,1117
569,2024-10-09,9:31,0.0,1117
570,2024-10-09,13:52,7.3,1113
571,2024-10-09,12:49,30.42,1112
572,2024-10-09,17:07,35.29,1117
573,2024-10-09,17:38,30.42,1111
574,2024-10-09,9:57,57.19,1113
575,2024-10-09,20:27,99.78,1115
576,2024-10-09,9:41,60.84,1112
577,2024-10-09,10:25,29.21,1114
578,2024-10-09,11:47,0.0,1112
579,2024-10-09,12:06,27.99,1111
580,2024-10-09,19:46,29.21,1113
581,2024-10-09,14:42,87.62,1113
582,2024-10-09,16:38,0.0,1113
583,2024-10-09,12:40,40.16,1117
584,2024-10-09,17:34,29.21,1112
585,2024-10-09,19:19,31.64,1112
586,2024-10-09,18:33,0.0,1116
587,2024-10-09,17:54,0.0,1115
588,2024-10-09,10:04,0.0,1114
589,2024-10-09,9:15,3.65,1114
590,2024-10-09,11:39,64.5,1116
591,2024-10-09,14:30,97.35,1117
592,2024-10-09,12:46,0.0,1112
593,2024-10-09,13:24,32.86,1116
594,2024-10-09,11:00,36.51,1112
595,2024-10-09,11:18,32.86,1116
596,2024-10-09,19:39,69.36,1114
597,2024-10-09,20:31,30.42,1111
598,2024-10-09,19:23,31.64,1112
599,2024-10-09,20:06,37.72,1117
600,2024-10-09,18:31,31.64,1113
601,2024-10-09,20:40,57.19,1115
602,2024-10-09,16:06,31.64,1111
603,2024-10-09,11:36,27.99,1111
604,2024-10-09,17:54,34.07,1115
605,2024-10-09,17:13,31.64,1116
606,2024-10-09,17:44,3.65,1117
607,2024-10-09,20:19,63.28,1113
608,2024-10-09,12:44,32.86,1115
609,2024-10-09,20:42,98.57,1113
610,2024-10-09,18:01,65.71,1115
611,2024-10-09,18:29,60.84,1114
612,2024-10-09,13:06,30.42,1115
613,2024-10-09,17:06,36.51,1116
614,2024-10-09,15:30,69.36,1115
615,2024-10-09,14:51,0.0,1112
616,2024-10-09,11:55,64.5,1117
617,2024-10-09,13:47,105.87,1115
618,2024-10-09,16:03,0.0,1114
619,2024-10-09,16:41,62.06,1114
620,2024-10-09,16:11,7.3,1117
621,2024-10-09,15:29,60.84,1113
622,2024-10-09,19:15,31.64,1111
623,2024-10-09,17:23,37.72,1116
624,2024-10-09,16:18,0.0,1115
625,2024-10-09,16:38,0.0,1117
626,2024-10-09,13:41,0.0,1111
627,2024-10-09,17:13,96.13,1117
628,2024-10-09,11:40,3.65,1115
629,2024-10-09,20:58,59.63,1114
630,2024-10-09,18:53,64.5,1116
631,2024-10-09,20:00,31.64,1117
632,2024-10-09,17:09,62.06,1116
633,2024-10-09,9:41,62.06,1117
634,2024-10-09,14:11,0.0,1117
635,2024-10-09,10:48,62.06,1116
636,2024-10-09,13:12,36.51,1111
637,2024-10-09,15:52,71.8,1114
638,2024-10-09,15:02,29.21,1114
639,2024-10-10,20:09,27.99,1117
640,2024-10-10,16:54,63.28,1113
641,2024-10-10,14:37,27.99,1111
642,2024-10-10,13:00,3.65,1112
643,2024-10-10,9:45,29.21,1117
644,2024-10-10,20:48,27.99,1115
645,2024-10-10,13:14,32.86,1113
646,2024-10-10,14:22,66.93,1116
647,2024-10-10,17:19,3.65,1112
648,2024-10-10,19:57,32.86,1111
649,2024-10-10,13:24,26.77,1112
650,2024-10-10,14:21,62.06,1113
651,2024-10-10,19:09,0.0,1116
652,2024-10-10,16:17,3.65,1115
653,2024-10-10,9:45,31.64,1114
654,2024-10-10,15:01,30.42,1117
655,2024-10-10,15:43,27.99,1112
656,2024-10-10,11:28,31.64,1117
657,2024-10-10,10:03,65.71,1116
658,2024-10-10,19:16,29.21,1112
659,2024-10-10,10:11,70.58,1112
660,2024-10-10,14:40,0.0,1112
661,2024-10-10,17:01,35.29,1113
662,2024-10-10,14:01,3.65,1115
663,2024-10-10,15:52,27.99,1117
664,2024-10-10,13:43,3.65,1115
665,2024-10-10,19:41,35.29,1113
666,2024-10-10,13:40,32.86,1116
667,2024-10-10,10:37,59.63,1115
668,2024-10-10,11:55,0.0,1117
669,2024-10-10,16:10,27.99,1114
670,2024-10-10,15:10,26.77,1113
671,2024-10-10,13:12,0.0,1115
672,2024-10-10,15:38,59.63,1111
673,2024-10-10,11:14,0.0,1113
674,2024-10-10,11:24,0.0,1111
675,2024-10-10,17:46,68.15,1117
676,2024-10-10,14:05,31.64,1112
677,2024-10-10,16:20,32.86,1115
678,2024-10-10,11:35,0.0,1111
679,2024-10-10,11:10,34.07,1114
680,2024-10-10,19:41,0.0,1116
681,2024-10-10,9:43,35.29,1112
682,2024-10-10,17:03,59.63,1115
683,2024-10-10,9:31,30.42,1116
684,2024-10-10,12:54,41.37,1113
685,2024-10-10,15:30,65.71,1116
686,2024-10-10,17:36,27.99,1111
687,2024-10-10,15:17,29.21,1111
688,2024-10-10,16:06,64.5,1111
689,2024-10-10,19:14,0.0,1116
690,2024-10-10,12:11,55.98,1116
691,2024-10-10,10:09,30.42,1117
692,2024-10-10,10:45,0.0,1116
693,2024-10-10,10:53,65.71,1112
694,2024-10-10,18:00,94.92,1115
695,2024-10-11,12:37,69.36,1114
696,2024-10-11,14:51,30.42,1112
697,2024-10-11,16:50,0.0,1114
