Order_Key,Order_Number,Combo_ID,Item_ID
150,49,0,20
151,50,0,4
152,50,0,25
153,50,1,4
154,50,2,19
155,50,2,26
156,50,2,21
157,51,0,14
158,52,0,23
159,53,0,2
160,53,0,29
161,53,0,22
162,53,1,10
163,53,2,26
164,54,0,15
165,54,1,31
166,55,0,5
167,55,0,26
168,55,0,21
169,55,1,13
170,55,1,30
171,55,1,29
172,56,0,21
173,56,0,1
174,56,0,31
175,57,0,8
176,58,0,9
177,59,0,4
178,59,0,31
179,60,0,1
180,60,0,24
181,60,0,30
182,60,1,14
183,60,1,24
184,60,2,13
185,60,2,22
186,61,0,23
187,61,0,7
188,61,0,25
189,61,0,21
190,61,1,5
191,61,1,22
192,62,0,4
193,62,0,25
194,62,1,20
195,62,1,10
196,62,1,28
197,63,0,17
198,63,1,31
199,64,0,9
200,64,0,32
201,64,1,3
202,64,1,20
203,64,1,27
204,65,0,20
205,66,0,11
206,66,1,9
207,66,1,22
208,66,1,20
209,66,2,8
210,66,2,28
211,67,0,16
212,67,0,22
213,68,0,22
214,68,0,7
215,69,0,6
216,69,1,9
217,70,0,16
218,70,0,21
219,70,0,26
220,70,1,10
221,70,1,21
222,70,1,31
223,70,2,15
224,71,0,22
225,72,0,10
226,72,0,24
227,72,0,29
228,72,1,32
229,72,1,27
230,73,0,14
231,73,0,25
232,73,0,28
233,73,1,10
234,74,0,16
235,74,0,30
236,74,0,22
237,75,0,25
238,76,0,20
239,76,0,21
240,77,0,15
241,77,0,23
242,77,1,27
243,77,1,14
244,78,0,12
245,79,0,4
246,79,0,26
247,79,0,27
248,79,1,17
249,79,1,24
250,79,1,20
251,80,0,1
252,80,0,28
253,80,0,28
254,81,0,10
255,81,0,21
256,81,0,23
257,81,1,15
258,81,1,29
259,82,0,26
260,82,0,29
261,83,0,9
262,83,0,27
263,83,0,28
264,83,1,4
265,83,1,28
266,83,2,15
267,83,2,27
268,83,2,26
269,84,0,9
270,84,0,31
271,85,0,1
272,86,0,9
273,87,0,17
274,87,0,30
275,87,0,22
276,88,0,13
277,88,0,24
278,88,1,11
279,88,1,28
280,89,0,30
281,89,0,21
282,89,0,7
283,89,0,26
284,89,0,29
285,90,0,27
286,91,0,14
287,91,0,20
288,92,0,20
289,92,0,7
290,93,0,15
291,93,0,23
292,93,1,3
293,93,2,15
294,93,2,23
295,94,0,2
296,94,0,31
297,94,1,1
298,94,2,9
299,94,2,29
300,94,2,26
301,95,0,14
302,95,0,25
303,95,1,29
304,95,1,20
305,96,0,3
306,96,1,12
307,96,1,26
308,96,1,32
309,97,0,15
310,97,0,25
311,97,0,21
312,98,0,8
313,98,1,14
314,98,1,23
315,99,0,16
316,99,1,12
317,99,1,24
318,99,1,21
319,100,0,18
320,101,0,9
321,101,0,23
322,101,0,29
323,101,1,18
324,101,2,20
325,102,0,25
326,103,0,24
327,104,0,9
328,104,1,11
329,104,1,26
330,104,2,16
331,104,2,29
332,104,2,24
333,105,0,28
334,105,0,25
335,105,0,26
336,106,0,27
337,106,0,31
338,107,0,24
339,108,0,13
340,108,0,28
341,108,1,14
342,108,1,25
343,108,1,25
344,108,2,8
345,109,0,14
346,109,0,32
347,109,0,21
348,109,1,4
349,109,1,29
350,109,2,25
351,110,0,31
352,110,0,18
353,110,0,24
354,110,0,24
355,110,1,28
356,111,0,2
357,111,1,18
358,112,0,5
359,113,0,27
360,113,0,26
361,114,0,7
362,114,0,27
363,114,1,23
364,114,1,31
365,115,0,26
366,116,0,21
367,116,0,3
368,116,1,27
369,117,0,28
370,118,0,2
371,118,0,28
372,118,1,24
373,119,0,16
374,119,1,22
375,120,0,24
376,121,0,26
377,121,0,17
378,121,0,22
379,121,1,13
380,121,1,25
381,121,1,30
382,122,0,4
383,122,0,29
384,122,0,22
385,122,1,31
386,123,0,20
387,123,0,18
388,123,0,20
389,123,0,24
390,123,1,31
391,124,0,19
392,124,1,26
393,124,1,29
394,125,0,3
395,125,0,27
396,125,0,23
397,125,1,6
398,125,1,23
399,125,2,17
400,125,2,29
401,125,2,32
402,126,0,31
403,126,0,25
404,127,0,1
405,127,0,20
406,128,0,11
407,128,0,23
408,128,1,17
409,128,1,22
410,128,1,21
411,129,0,11
412,129,0,24
413,129,0,29
414,129,1,15
415,129,1,32
416,130,0,23
417,130,0,3
418,130,0,29
419,130,0,26
420,130,1,32
421,131,0,26
422,132,0,19
423,132,0,22
424,132,1,1
425,132,1,31
426,133,0,29
427,134,0,22
428,135,0,32
429,135,0,23
430,135,0,5
431,135,0,21
432,135,0,20
433,136,0,20
434,136,0,22
435,137,0,23
436,138,0,24
437,138,0,25
438,138,0,8
439,139,0,22
440,140,0,4
441,140,0,25
442,140,0,30
443,140,1,22
444,141,0,13
445,141,1,31
446,142,0,20
447,142,0,28
448,142,0,28
449,143,0,14
450,143,0,31
451,143,1,28
452,143,1,6
453,144,0,28
454,145,0,6
455,145,0,21
456,145,0,22
457,145,1,18
458,145,1,26
459,145,1,20
460,146,0,6
461,146,0,30
462,146,0,28
463,146,1,7
464,146,1,29
465,147,0,11
466,147,0,28
467,147,0,28
468,147,1,32
469,147,1,6
470,147,1,24
471,147,1,27
472,148,0,13
473,148,0,25
474,148,1,6
475,149,0,26
476,150,0,8
477,150,0,23
478,150,1,20
479,151,0,12
480,151,1,27
481,152,0,16
482,152,0,21
483,152,1,22
484,152,1,5
485,152,1,28
486,152,1,22
487,153,0,29
488,153,0,6
489,153,0,22
490,153,1,5
491,153,1,22
492,154,0,32
493,155,0,24
494,156,0,12
495,156,0,30
496,156,1,4
497,156,1,22
498,156,1,27
499,156,2,4
500,157,0,27
501,157,0,30
502,158,0,32
503,159,0,16
504,159,0,23
505,159,1,1
506,159,2,16
507,159,2,26
508,160,0,3
509,160,0,29
510,160,0,32
511,160,1,29
512,160,1,15
513,161,0,28
514,161,0,31
515,162,0,23
516,162,0,17
517,162,0,28
518,162,0,24
519,162,1,30
520,163,0,2
521,163,0,32
522,163,0,29
523,163,1,15
524,164,0,13
525,164,0,32
526,164,1,7
527,165,0,5
528,165,0,31
529,165,1,18
530,165,1,21
531,165,1,30
532,165,2,26
533,166,0,5
534,167,0,14
535,167,0,29
536,167,1,16
537,167,1,26
538,167,1,30
539,168,0,9
540,168,0,23
541,168,0,25
542,168,1,15
543,168,1,29
544,168,1,22
545,169,0,1
546,169,1,17
547,170,0,2
548,170,0,26
549,171,0,25
550,171,0,9
551,171,0,28
552,171,0,20
553,171,1,1
554,172,0,22
555,173,0,14
556,173,0,28
557,173,0,26
558,173,1,10
559,173,1,23
560,173,2,31
561,174,0,25
562,174,0,22
563,175,0,23
564,176,0,2
565,176,0,30
566,176,0,32
567,176,1,9
568,176,1,29
569,176,2,23
570,177,0,31
571,177,0,30
572,178,0,3
573,178,1,32
574,178,1,31
575,179,0,9
576,179,0,25
577,179,1,24
578,179,1,29
579,180,0,6
580,180,1,12
581,180,1,26
582,181,0,31
583,182,0,26
584,182,0,8
585,182,0,32
586,182,1,25
587,183,0,17
588,183,0,20
589,184,0,10
590,184,0,29
591,185,0,7
592,185,1,7
593,186,0,19
594,186,0,20
595,187,0,21
596,187,0,11
597,187,0,23
598,187,0,25
599,188,0,30
600,188,0,23
601,188,0,6
602,188,0,25
603,189,0,12
604,189,1,16
605,189,1,25
606,189,2,2
607,189,2,23
608,189,2,26
609,190,0,6
610,190,0,31
611,191,0,11
612,191,0,31
613,191,1,2
614,191,1,28
615,191,2,26
616,192,0,1
617,192,0,30
618,192,1,30
619,192,1,1
620,192,1,24
621,193,0,3
622,193,0,25
623,193,0,22
624,193,1,18
625,193,1,32
626,193,1,24
627,194,0,24
628,195,0,30
629,196,0,29
630,196,0,23
631,197,0,2
632,197,0,28
633,197,1,19
634,197,1,30
635,198,0,25
636,198,0,19
637,199,0,8
638,199,1,3
639,199,1,26
640,199,2,25
641,200,0,10
642,201,0,32
643,202,0,27
644,202,0,15
645,202,0,23
646,202,1,28
647,203,0,25
648,204,0,10
649,204,0,26
650,204,1,16
651,204,1,29
652,205,0,15
653,205,0,20
654,206,0,18
655,206,0,28
656,206,1,30
657,206,1,14
658,206,1,26
659,207,0,27
660,207,0,25
661,207,0,21
662,208,0,23
663,208,0,26
664,209,0,8
665,209,1,11
666,210,0,25
667,210,0,20
668,210,0,10
669,210,0,23
670,210,0,26
671,211,0,30
672,212,0,14
673,212,0,23
674,212,0,28
675,213,0,18
676,213,0,25
677,213,0,28
678,214,0,9
679,214,1,30
680,214,1,21
681,215,0,26
682,215,0,7
683,215,0,27
684,215,0,26
685,216,0,14
686,216,0,26
687,216,1,3
688,216,1,30
689,216,2,12
690,216,2,22
691,216,2,20
692,217,0,23
693,217,0,25
694,217,0,4
695,218,0,25
696,218,0,5
697,218,0,27
698,219,0,26
699,219,0,31
700,220,0,32
701,220,0,23
702,221,0,29
703,222,0,17
704,222,0,20
705,222,0,30
706,222,1,29
707,222,1,31
708,223,0,8
709,223,0,23
710,223,1,24
711,224,0,9
712,224,1,5
713,224,1,24
714,224,2,24
715,225,0,30
716,225,0,12
717,225,0,23
718,226,0,26
719,226,0,25
720,227,0,8
721,227,0,30
722,227,1,6
723,227,2,18
724,227,2,22
725,227,2,25
726,228,0,31
727,228,0,28
728,228,0,6
729,229,0,18
730,229,0,21
731,229,1,29
732,230,0,7
733,230,1,24
734,230,1,30
735,231,0,21
736,231,0,18
737,231,0,25
738,231,0,31
739,231,1,29
740,232,0,17
741,232,0,23
742,232,0,23
743,233,0,23
744,234,0,29
745,235,0,11
746,236,0,24
747,237,0,13
748,238,0,1
749,238,1,23
750,239,0,9
751,239,1,26
752,239,1,24
753,240,0,17
754,240,0,32
755,240,0,25
756,240,1,17
757,240,1,27
758,240,1,23
759,240,2,31
760,241,0,3
761,241,0,32
762,241,1,19
763,241,1,32
764,242,0,8
765,242,1,14
766,243,0,25
767,243,0,5
768,243,0,22
769,243,0,21
770,243,1,10
771,243,1,30
772,244,0,2
773,244,0,23
774,244,0,27
775,244,1,1
776,245,0,5
777,245,0,31
778,246,0,32
779,246,0,30
780,246,0,17
781,246,0,23
782,246,0,28
783,247,0,2
784,247,0,22
785,247,1,18
786,247,1,32
787,248,0,26
788,248,0,16
789,248,1,32
790,249,0,28
791,250,0,10
792,250,1,5
793,250,1,21
794,250,1,29
795,251,0,19
796,251,0,23
797,251,0,25
798,251,1,24
799,251,1,18
800,251,1,27
801,251,1,32
802,252,0,10
803,252,0,26
804,252,1,15
805,252,2,18
806,252,2,21
807,253,0,1
808,253,0,23
809,253,1,16
810,253,1,22
811,253,1,23
812,253,2,23
813,254,0,31
814,255,0,27
815,255,0,5
816,255,0,30
817,255,0,23
818,256,0,2
819,256,0,31
820,256,0,20
821,257,0,25
822,257,0,27
823,258,0,22
824,258,0,24
825,258,0,29
826,259,0,21
827,260,0,15
828,260,1,1
829,260,1,26
830,261,0,10
831,261,0,30
832,261,0,29
833,262,0,7
834,262,0,22
835,262,1,29
836,262,1,19
837,263,0,8
838,263,0,22
839,263,0,28
840,263,1,4
841,263,1,25
842,263,1,24
843,264,0,6
844,264,0,32
845,264,0,31
846,264,1,31
847,264,1,24
848,265,0,27
849,265,0,11
850,265,1,15
851,265,1,24
852,266,0,9
853,266,0,22
854,266,0,26
855,267,0,22
856,267,0,11
857,267,0,32
858,267,0,26
859,268,0,25
860,269,0,14
861,269,0,24
862,269,0,32
863,269,1,17
864,269,1,26
865,269,1,22
866,269,2,7
867,269,2,22
868,270,0,16
869,271,0,7
870,271,1,6
871,271,1,29
872,271,2,9
873,272,0,10
874,272,1,16
875,272,1,29
876,273,0,29
877,273,0,13
878,274,0,10
879,274,0,22
880,274,1,10
881,274,1,23
882,274,1,29
883,274,2,31
884,275,0,3
885,275,0,28
886,275,0,23
887,275,1,4
888,275,1,20
889,275,2,23
890,276,0,5
891,276,1,31
892,276,1,26
893,277,0,21
894,277,0,11
895,277,0,26
896,277,1,9
897,277,1,25
898,277,1,29
899,278,0,28
900,279,0,2
901,279,0,22
902,279,0,29
903,279,1,22
904,279,1,26
905,280,0,11
906,280,0,27
907,280,0,22
908,281,0,30
909,281,0,30
910,282,0,19
911,282,1,12
912,282,1,26
913,282,2,12
914,282,2,20
915,283,0,4
916,284,0,25
917,284,0,17
918,284,0,23
919,285,0,6
920,285,0,27
921,286,0,18
922,286,0,22
923,286,0,23
924,286,1,12
925,286,1,26
926,287,0,15
927,288,0,6
928,289,0,23
929,289,0,4
930,289,0,20
931,289,1,30
932,290,0,3
933,290,0,27
934,290,0,23
935,290,1,11
936,290,1,24
937,290,1,23
938,291,0,5
939,291,0,30
940,291,1,8
941,291,1,20
942,291,2,6
943,292,0,28
944,292,0,20
945,293,0,24
946,293,0,15
947,293,0,23
948,293,0,30
949,294,0,21
950,294,0,13
951,294,0,25
952,295,0,2
953,295,1,14
954,296,0,2
955,296,0,22
956,296,1,28
957,296,1,5
958,296,1,25
959,297,0,17
960,297,1,1
961,297,1,24
962,298,0,32
963,299,0,11
964,299,0,22
965,299,1,30
966,299,1,7
967,299,1,31
968,299,1,27
969,300,0,20
970,300,0,10
971,300,0,28
972,300,0,27
973,300,1,19
974,300,1,23
975,300,1,21
976,301,0,5
977,301,0,20
978,301,0,22
979,302,0,12
980,302,0,30
981,302,0,27
982,303,0,12
983,303,0,26
984,303,1,9
985,303,2,32
986,304,0,32
987,305,0,7
988,305,0,24
989,305,1,20
990,305,1,30
991,306,0,11
992,306,0,24
993,306,0,21
994,306,1,25
995,306,1,32
996,307,0,23
997,308,0,10
998,308,1,10
999,308,1,21
1000,308,1,20
1001,308,2,17
1002,309,0,1
1003,309,0,26
1004,309,1,28
1005,310,0,10
1006,310,1,13
1007,311,0,6
1008,311,0,24
1009,311,1,15
1010,311,1,31
1011,312,0,23
1012,312,0,19
1013,313,0,10
1014,313,0,24
1015,313,0,27
1016,313,1,1
1017,314,0,21
1018,314,0,30
1019,314,0,29
1020,315,0,23
1021,316,0,29
1022,316,0,17
1023,317,0,8
1024,317,1,5
1025,317,1,20
1026,318,0,29
1027,318,0,9
1028,318,0,26
1029,318,1,17
1030,318,1,28
1031,319,0,17
1032,319,1,29
1033,320,0,13
1034,320,0,30
1035,320,0,24
1036,320,1,31
1037,321,0,24
1038,321,0,5
1039,321,0,26
1040,321,0,24
1041,322,0,1
1042,322,0,24
1043,322,0,25
1044,323,0,13
1045,323,0,30
1046,323,1,8
1047,323,1,30
1048,324,0,2
1049,324,0,30
1050,324,0,23
1051,325,0,24
1052,326,0,7
1053,326,0,28
1054,326,0,27
1055,327,0,15
1056,327,0,30
1057,327,1,4
1058,327,1,28
1059,328,0,2
1060,328,0,25
1061,329,0,23
1062,329,0,31
1063,329,0,6
1064,330,0,17
1065,330,1,20
1066,331,0,11
1067,331,0,23
1068,332,0,19
1069,332,0,32
1070,333,0,8
1071,333,1,26
1072,334,0,32
1073,334,0,28
1074,335,0,22
1075,335,0,9
1076,335,0,31
1077,335,0,22
1078,335,1,14
1079,336,0,29
1080,337,0,13
1081,337,0,22
1082,337,0,20
1083,337,1,15
1084,337,1,22
1085,337,2,18
1086,337,2,25
1087,338,0,20
1088,338,0,11
1089,338,0,23
1090,338,1,10
1091,339,0,26
1092,340,0,21
1093,341,0,23
1094,341,0,25
1095,341,0,5
1096,341,0,28
1097,342,0,14
1098,343,0,12
1099,343,1,11
1100,343,1,26
1101,344,0,12
1102,345,0,17
1103,345,0,28
1104,345,0,25
1105,346,0,28
1106,346,0,24
1107,346,0,3
1108,346,0,30
1109,347,0,5
1110,347,0,28
1111,347,1,6
1112,347,1,32
1113,348,0,21
1114,348,0,11
1115,348,1,18
1116,349,0,32
1117,350,0,12
1118,350,0,28
1119,350,0,25
1120,350,1,29
1121,350,1,1
1122,351,0,6
1123,351,1,20
1124,351,1,27
1125,352,0,7
1126,352,0,30
1127,353,0,30
1128,353,0,21
1129,354,0,18
1130,354,0,28
1131,354,1,10
1132,354,2,20
1133,355,0,6
1134,355,0,20
1135,355,0,31
1136,355,1,25
1137,355,1,28
1138,356,0,10
1139,356,0,26
1140,356,1,2
1141,356,1,24
1142,356,2,28
1143,357,0,7
1144,357,0,27
1145,357,1,1
1146,357,1,22
1147,358,0,5
1148,358,1,27
1149,358,1,21
1150,359,0,19
1151,359,0,27
1152,359,1,8
1153,359,1,22
1154,360,0,10
1155,360,0,32
1156,360,0,24
1157,360,1,14
1158,361,0,21
1159,361,0,12
1160,361,1,9
1161,361,1,32
1162,362,0,30
1163,362,0,2
1164,363,0,6
1165,363,0,31
1166,363,1,6
1167,363,1,25
1168,364,0,31
1169,364,0,12
1170,364,0,22
1171,364,0,22
1172,364,1,22
1173,365,0,22
1174,365,0,11
1175,365,0,27
1176,366,0,24
1177,366,0,17
1178,366,0,24
1179,366,0,28
1180,366,1,1
1181,366,1,28
1182,367,0,16
1183,367,1,11
1184,367,1,27
1185,367,2,18
1186,368,0,12
1187,368,0,31
1188,368,1,9
1189,369,0,8
1190,370,0,30
1191,370,0,14
1192,370,0,29
1193,371,0,15
1194,371,0,26
1195,371,0,22
1196,372,0,15
1197,372,1,32
1198,373,0,2
1199,374,0,2
1200,374,1,15
1201,374,2,18
1202,374,2,28
1203,374,2,24
1204,375,0,31
1205,375,0,31
1206,375,0,32
1207,376,0,28
1208,377,0,31
1209,377,0,6
1210,378,0,5
1211,378,1,15
1212,379,0,1
1213,379,0,24
1214,379,1,25
1215,380,0,16
1216,380,0,29
1217,380,1,7
1218,380,1,31
1219,381,0,25
1220,382,0,22
1221,383,0,32
1222,383,0,8
1223,383,1,24
1224,384,0,13
1225,384,0,28
1226,384,0,32
1227,384,1,10
1228,385,0,11
1229,385,0,23
1230,385,1,24
1231,386,0,22
1232,386,0,6
1233,387,0,26
1234,387,0,31
1235,387,0,14
1236,387,0,20
1237,388,0,13
1238,388,1,10
1239,388,1,23
1240,389,0,30
1241,389,0,2
1242,389,0,24
1243,389,0,30
1244,390,0,26
1245,390,0,25
1246,391,0,15
1247,392,0,15
1248,392,1,20
1249,393,0,11
1250,393,0,27
1251,393,1,27
1252,394,0,1
1253,394,0,24
1254,394,1,24
1255,394,1,25
1256,395,0,21
1257,395,0,6
1258,396,0,31
1259,396,0,21
1260,397,0,2
1261,398,0,17
1262,398,0,31
1263,398,1,1
1264,398,2,23
1265,399,0,6
1266,399,0,31
1267,399,0,31
1268,399,1,30
1269,399,1,29
1270,400,0,4
1271,400,0,29
1272,400,0,30
1273,400,1,22
1274,400,1,13
1275,400,1,32
1276,401,0,15
1277,401,0,22
1278,401,1,8
1279,401,1,25
1280,401,2,14
1281,402,0,27
1282,403,0,5
1283,404,0,25
1284,404,0,10
1285,405,0,26
1286,406,0,6
1287,406,0,26
1288,406,1,29
1289,407,0,4
1290,407,1,29
1291,407,1,17
1292,407,1,20
1293,408,0,5
1294,408,0,20
1295,408,1,7
1296,408,1,29
1297,408,1,23
1298,409,0,17
1299,409,1,16
1300,409,1,24
1301,410,0,10
1302,410,0,23
1303,411,0,24
1304,411,0,13
1305,411,0,20
1306,412,0,29
1307,412,0,16
1308,412,1,16
1309,412,1,30
1310,412,1,27
1311,413,0,29
1312,413,0,19
1313,413,0,27
1314,414,0,12
1315,414,1,23
1316,414,1,25
1317,415,0,29
1318,416,0,7
1319,416,0,32
1320,416,1,28
1321,417,0,24
1322,417,0,31
1323,418,0,7
1324,418,0,20
1325,418,0,20
1326,418,1,31
1327,419,0,17
1328,419,1,12
1329,419,2,30
1330,420,0,26
1331,420,0,18
1332,420,0,21
1333,420,1,31
1334,421,0,15
1335,422,0,6
1336,423,0,3
1337,423,0,25
1338,423,1,11
1339,423,1,27
1340,423,1,31
1341,423,2,31
1342,424,0,27
1343,424,0,16
1344,424,0,22
1345,425,0,13
1346,425,1,24
1347,425,1,2
1348,426,0,32
1349,427,0,26
1350,428,0,16
1351,428,0,29
1352,428,1,8
1353,428,1,31
1354,428,2,27
1355,429,0,17
1356,429,0,32
1357,429,1,18
1358,429,1,21
1359,430,0,5
1360,430,1,20
1361,431,0,25
1362,432,0,16
1363,432,0,25
1364,432,1,20
1365,432,1,7
1366,432,1,29
1367,432,1,26
1368,433,0,13
1369,433,1,10
1370,433,2,13
1371,433,2,32
1372,433,2,24
1373,434,0,28
1374,434,0,6
1375,434,0,26
1376,434,0,21
1377,434,1,4
1378,434,1,23
1379,435,0,17
1380,435,0,30
1381,436,0,24
1382,436,0,2
1383,436,0,25
1384,436,0,21
1385,436,1,20
1386,437,0,8
1387,437,0,21
1388,437,0,23
1389,437,1,19
1390,437,1,25
1391,437,1,21
1392,438,0,29
1393,439,0,30
1394,439,0,31
1395,440,0,20
1396,441,0,6
1397,441,0,22
1398,441,0,27
1399,441,1,17
1400,441,1,22
1401,441,2,24
1402,442,0,19
1403,442,0,26
1404,442,0,32
1405,442,1,23
1406,442,1,2
1407,443,0,8
1408,443,0,26
1409,443,0,20
1410,444,0,32
1411,445,0,32
1412,445,0,19
1413,445,0,26
1414,445,0,23
1415,445,1,30
1416,446,0,4
1417,446,1,29
1418,447,0,27
1419,447,0,5
1420,447,0,31
1421,447,1,10
1422,448,0,19
1423,448,0,29
1424,448,0,32
1425,448,1,9
1426,448,1,30
1427,448,1,28
1428,449,0,27
1429,450,0,7
1430,450,0,24
1431,450,1,31
1432,451,0,31
1433,451,0,19
1434,451,0,31
1435,451,0,30
1436,452,0,21
1437,452,0,27
1438,452,0,22
1439,453,0,22
1440,453,0,4
1441,453,0,26
1442,453,1,17
1443,453,1,22
1444,454,0,19
1445,454,1,32
1446,455,0,13
1447,455,0,32
1448,455,1,8
1449,455,1,24
1450,456,0,14
1451,456,1,1
1452,457,0,21
1453,458,0,3
1454,458,0,21
1455,458,1,28
1456,459,0,25
1457,459,0,7
1458,459,1,21
1459,460,0,27
1460,460,0,23
1461,460,0,30
1462,461,0,27
1463,461,0,20
1464,461,0,25
1465,462,0,3
1466,463,0,13
1467,463,0,28
1468,463,0,20
1469,464,0,1
1470,464,0,31
1471,464,0,24
1472,464,1,24
1473,464,1,26
1474,465,0,14
1475,465,0,20
1476,465,1,27
1477,465,1,29
1478,466,0,22
1479,466,0,16
1480,466,0,31
1481,466,0,30
1482,467,0,25
1483,468,0,9
1484,468,0,20
1485,468,0,21
1486,468,1,21
1487,468,1,3
1488,468,1,22
1489,468,1,31
1490,469,0,23
1491,469,0,18
1492,470,0,13
1493,470,0,20
1494,471,0,4
1495,471,0,29
1496,472,0,29
1497,472,0,9
1498,472,0,26
1499,473,0,23
1500,473,0,31
1501,474,0,29
1502,475,0,15
1503,475,0,31
1504,475,0,25
1505,476,0,12
1506,476,0,29
1507,476,1,19
1508,476,1,30
1509,477,0,25
1510,477,0,3
1511,477,0,21
1512,477,1,23
1513,478,0,7
1514,478,0,32
1515,478,0,20
1516,479,0,3
1517,479,0,26
1518,479,0,24
1519,479,1,16
1520,479,1,20
1521,479,1,27
1522,480,0,12
1523,480,0,20
1524,480,1,23
1525,481,0,3
1526,481,1,23
1527,481,1,14
1528,481,1,28
1529,482,0,10
1530,482,0,23
1531,482,0,23
1532,482,1,18
1533,482,1,21
1534,482,1,30
1535,483,0,28
1536,483,0,17
1537,483,0,22
1538,483,0,23
1539,484,0,4
1540,484,0,22
1541,484,1,15
1542,484,2,21
1543,485,0,32
1544,485,0,21
1545,485,0,13
1546,485,0,21
1547,485,0,21
1548,486,0,19
1549,486,0,24
1550,486,1,18
1551,486,1,22
1552,486,2,22
1553,487,0,20
1554,487,0,12
1555,487,0,29
1556,488,0,27
1557,488,0,20
1558,488,0,18
1559,488,0,28
1560,489,0,18
1561,489,0,28
1562,489,1,8
1563,490,0,22
1564,490,0,1
1565,490,0,27
1566,490,0,29
1567,490,1,6
1568,491,0,31
1569,491,0,17
1570,491,0,29
1571,491,1,20
1572,492,0,31
1573,492,0,10
1574,492,0,21
1575,492,0,24
1576,493,0,11
1577,493,0,27
1578,493,1,32
1579,494,0,8
1580,494,0,28
1581,494,1,1
1582,494,1,25
1583,494,1,32
1584,494,2,27
1585,495,0,11
1586,495,0,24
1587,495,0,27
1588,495,1,16
1589,495,2,28
1590,496,0,2
1591,496,0,26
1592,496,1,22
1593,496,1,5
1594,496,1,20
1595,496,1,32
1596,497,0,22
1597,498,0,1
1598,498,0,30
1599,499,0,13
1600,499,0,30
1601,499,0,29
1602,499,1,28
1603,499,1,24
1604,500,0,14
1605,500,0,32
1606,500,0,23
1607,500,1,7
1608,500,1,28
1609,500,1,25
1610,500,2,27
1611,501,0,14
1612,501,1,14
1613,501,1,27
1614,501,1,20
1615,502,0,5
1616,502,0,25
1617,502,0,20
1618,502,1,8
1619,502,1,25
1620,502,1,20
1621,502,2,2
1622,502,2,28
1623,503,0,25
1624,504,0,17
1625,504,0,30
1626,504,0,28
1627,504,1,32
1628,505,0,24
1629,505,0,11
1630,505,1,14
1631,506,0,22
1632,506,0,27
1633,506,0,1
1634,506,0,31
1635,506,0,27
1636,507,0,21
1637,507,0,26
1638,507,0,3
1639,507,0,27
1640,507,0,25
1641,508,0,21
1642,508,0,30
1643,508,0,28
1644,509,0,26
1645,509,0,32
1646,509,0,9
1647,509,0,27
1648,510,0,30
1649,511,0,32
1650,512,0,31
1651,512,0,14
1652,512,0,21
1653,513,0,18
1654,513,0,27
1655,513,0,22
1656,514,0,6
1657,514,0,32
1658,514,1,14
1659,514,2,21
1660,515,0,23
1661,516,0,32
